"ClusterId","X","Y","Z"
0,1.091,-0.3877,0.357
0,-0.071789,1.0229,-0.31911
0,-0.93194,0.1474,0.60847
0,0.45438,-0.89908,0.65472
0,-0.98284,-0.68173,0.080373
0,0.37815,0.17189,-0.97482
0,1.0409,-0.70141,0.3767
0,0.78037,-0.74251,-0.58299
0,0.52029,-0.41403,0.95784
0,0.39767,-0.39197,0.93305
0,-0.70683,-0.61061,0.89667
0,-0.55725,0.12722,1.1069
0,0.38786,-0.29578,1.107
0,0.63363,0.65007,-0.70593
0,-0.18165,1.1615,-0.14294
0,0.55172,-0.759,-0.49079
0,0.28858,-1.0988,-0.35456
0,-0.31867,0.83621,-0.6506
0,-0.92031,0.10281,0.62523
0,0.011828,1.176,-0.53076
0,0.32902,-0.76723,0.77029
0,0.73639,-0.55714,-0.82644
0,-0.77113,0.21575,0.90929
0,0.51992,-0.66788,0.73386
0,0.79412,-0.44711,-0.86313
0,-0.6727,-0.64338,0.58418
0,0.79355,-0.72226,-0.23588
0,-0.56681,0.16971,0.88059
0,-0.80691,-0.56021,-0.62375
0,0.48934,0.66602,0.83269
0,0.11552,-0.76512,-1.0392
0,-0.73064,0.90387,-0.14999
0,-0.15843,-1.0718,0.43365
0,-0.44082,0.13984,0.95624
0,-0.99019,0.56317,0.57593
0,0.95924,-0.26821,-0.65643
0,0.14017,-1.0635,0.41094
0,-0.71235,-0.6602,0.59809
0,-0.88597,0.30669,-0.84619
0,0.41616,-0.69186,0.90393
0,-0.58739,-0.92274,0.44222
0,0.81413,-0.428,-0.69247
0,-0.86522,0.66596,-0.055759
0,-0.45505,-0.63896,0.92765
0,-0.0010976,-1.023,-0.37568
0,1.0384,-0.13464,0.29461
0,-0.60599,0.44085,0.75575
0,0.45297,-0.39349,-0.88777
0,0.10261,0.67445,0.9739
0,-1.1033,-0.5366,0.41178
0,0.48185,0.1932,1.0834
0,0.8895,-0.55012,-0.45063
0,0.4299,-0.73976,0.7638
0,0.46712,0.3594,1.1668
0,-0.78365,-0.76297,0.54484
0,0.97415,0.25173,-0.48289
0,0.22287,-0.015884,-1.081
0,0.78787,-0.72284,0.75052
0,0.37242,0.68618,0.72202
0,0.88074,0.89823,-0.019577
0,-0.69065,-0.59418,0.80299
0,-0.77566,0.037006,0.93915
0,-0.44003,-0.65066,0.80146
0,0.019905,1.1319,0.07933
0,-0.89289,0.84113,0.35789
0,-0.9883,0.088025,0.57965
0,-0.66585,0.24672,-0.82076
0,0.34485,0.71486,-0.81442
0,0.11369,0.074328,1.0522
0,0.94549,-0.41161,0.58532
0,-0.37481,-0.3077,-1.0265
0,0.43212,-0.49458,-1.0618
0,-0.8878,0.84811,-0.23391
0,0.09421,0.69197,-1.0487
0,0.31778,-0.40093,0.98542
0,0.28302,1.1377,-0.30314
0,0.24255,-0.11208,-1.1635
0,1.2002,0.25168,-0.30106
0,0.33388,1.1525,0.3525
0,-0.73712,-0.75091,-0.5014
0,-0.017941,0.79132,0.77358
0,0.081589,-1.0251,0.64496
0,0.91825,-0.29117,0.42778
0,0.86299,-0.14022,0.96416
0,-0.53783,0.6604,-0.68153
0,-0.70412,-0.73807,0.72382
0,0.68129,-0.22657,0.837
0,-0.64011,-0.079968,0.83038
0,-1.0868,0.42228,-0.20163
0,-0.91038,0.67632,0.40556
0,0.75835,0.72957,0.059596
0,0.70971,-0.15295,-0.78114
0,0.021953,-1.1518,0.48553
0,-0.33691,0.24588,-1.2207
0,0.14049,0.97426,0.6715
0,-0.15438,0.55777,-0.92807
0,0.65293,0.92314,0.59977
0,-0.93385,-0.28939,-0.38521
0,-1.0059,-0.10685,-0.45809
0,0.7828,-0.048315,-0.70299
0,-0.29593,0.75149,-0.86055
0,0.51728,0.1727,0.94743
0,0.56301,-0.21455,0.98409
0,-0.80691,-0.73343,-0.64703
0,1.2138,0.2853,-0.35489
0,-0.14181,0.51018,-1.0005
0,-0.7931,0.46093,0.83886
0,0.59512,-0.89,-0.17653
0,-1.1131,-0.29047,0.59732
0,-0.78301,0.91737,0.061022
0,-0.22491,-0.78897,-0.77547
0,0.69639,-0.41722,-0.85281
0,1.0092,-0.42764,-0.25977
0,1.2024,-0.12816,0.47217
0,0.47579,-0.66638,0.85271
0,0.87178,0.83073,-0.21404
0,-0.30179,-0.64987,-0.8978
0,0.094504,0.33836,-1.1266
0,1.2168,-0.41766,0.20276
0,0.49122,-0.65829,-0.65711
0,0.80898,0.65246,0.25765
0,-0.75324,0.72477,-0.11439
0,-0.61835,-0.61748,0.64275
0,1.0897,-0.32473,0.44047
0,-0.86831,-0.7259,0.034821
0,0.083532,0.9405,0.70837
0,-0.85754,0.55424,-0.27511
0,-0.26098,1.2024,0.23805
0,-0.2964,0.059388,-1.16
0,-0.95517,0.10639,0.51961
0,-0.23587,-0.74911,0.96955
0,0.82811,0.76046,-0.070358
0,0.54124,-0.73354,-0.60312
0,-0.62244,0.47955,0.71008
0,-0.27396,0.53459,-0.9584
0,0.97612,-0.094969,-0.70096
0,-1.1202,0.55057,-0.33433
0,1.0905,0.2731,-0.2983
0,0.80301,-0.17221,0.83207
0,0.1453,-0.65797,-1.0171
0,-0.14176,0.45018,1.0201
0,-0.19595,0.82394,0.66689
0,-0.53555,0.39373,-0.86465
0,-0.99412,-0.46877,0.49508
0,0.82906,-0.61332,0.34141
0,-0.22438,1.2128,0.048803
0,1.1995,0.34659,0.27234
0,0.35107,-0.33414,-0.98285
0,-0.39103,0.96271,-0.64627
0,0.97112,-0.30062,-0.66974
0,-0.44348,0.97679,0.48183
0,0.13975,-1.0797,-0.55128
0,-0.92157,-0.058054,0.61841
0,0.66931,0.8447,-0.48186
0,1.1151,-0.62499,-0.27496
0,-0.82626,0.76053,0.18435
0,-0.50157,0.69037,0.64892
0,-0.74033,-0.7353,-0.36714
0,0.55365,-0.65443,-0.80107
0,-1.0122,0.51366,0.45859
0,0.89087,-0.84666,0.34669
0,0.70162,0.8906,-0.55271
0,1.074,0.68408,-0.30438
0,-0.53266,0.84335,-0.73632
0,0.61534,-0.68696,0.52025
0,0.80604,0.18057,0.89094
0,0.88985,0.077592,-0.91848
0,0.46908,0.93796,0.1808
0,0.58686,-0.55531,-0.70203
0,1.1695,0.29936,0.37503
0,0.17916,0.73486,0.78332
0,0.99603,0.12072,-0.35686
0,0.76323,-0.76025,0.66846
0,0.040433,0.99536,0.37081
0,0.52134,-0.73041,0.65809
0,-0.93982,0.36826,-0.50802
0,-0.057482,-0.45797,-1.1166
0,-0.66366,0.69588,-0.54079
0,1.1451,-0.14189,0.16683
0,-0.031289,1.216,-0.37585
0,-0.33194,-0.79081,0.87107
0,0.59448,1.0147,-0.1126
0,1.017,0.47748,0.22765
0,-0.67315,-0.57243,0.61139
0,-0.69051,0.42673,0.80237
0,-0.85896,-0.32669,-0.6338
0,1.1399,0.58657,0.038167
0,0.94516,0.5545,-0.084615
0,-0.95499,-0.47744,0.18279
0,-0.62817,0.69072,0.63807
0,-0.63054,0.047675,-0.88292
0,-0.87517,0.65875,0.48564
0,0.32868,0.90575,-0.81188
0,-0.092717,0.027357,-1.2278
0,0.90807,-0.55838,0.23998
0,-0.49723,0.78959,0.68564
0,-0.71489,0.69621,0.44649
0,-0.58481,-0.92681,-0.14009
0,-0.63657,0.95054,0.27316
0,0.14279,-0.8327,-0.67775
0,-0.95722,-0.73294,-0.094539
0,-0.96244,-0.11793,-0.44632
0,-0.55716,0.88523,0.45175
0,0.2561,-1.1069,-0.2104
0,1.0181,-0.28597,0.26507
0,-0.27186,0.3298,-1.0026
0,-0.80173,-0.066008,0.88692
0,-0.0041781,0.87525,0.80404
0,-0.6997,0.60518,0.76235
0,-0.65773,0.99498,-0.22571
0,-0.85268,-0.46184,0.49898
0,-0.45229,-1.0766,0.59242
0,0.21566,-0.63958,-0.89904
0,-0.96204,0.42135,-0.63876
0,0.66631,0.101,-0.94685
0,-0.99675,0.71037,0.25951
0,-0.053921,-0.74982,0.81303
0,0.62336,-0.98807,-0.48025
0,0.19129,0.92358,0.8246
0,-0.98739,-0.37532,0.66762
0,-0.42057,-0.066822,-1.0336
0,0.64642,0.64522,-0.73484
0,-0.7939,-0.89769,0.19705
0,0.85525,-0.00099294,-0.86392
0,-0.46427,-0.79738,-0.5137
0,0.71647,0.86975,0.17824
0,-0.56686,-0.88743,-0.34957
0,-0.22358,1.0051,0.46087
0,0.82345,-0.78734,-0.20817
0,-0.84088,0.79001,-0.21503
0,-0.91693,-0.51358,0.64739
0,0.88645,0.49011,-0.4431
0,0.24732,0.95371,0.54715
0,0.28273,-0.4901,0.99081
0,-0.4256,-0.7545,-0.72235
0,-0.84786,0.02702,0.8105
0,-1.013,-0.62461,-0.37812
0,-0.64685,0.88323,-0.12956
0,-0.73167,-0.29553,0.8553
0,0.59087,1.0935,0.36154
0,0.69651,-0.7959,0.48679
0,1.022,0.10027,0.5135
0,0.69505,-0.90911,-0.14252
0,0.73399,0.62167,-0.65866
0,0.23142,0.41542,-0.95097
0,-0.21752,-0.95535,-0.44403
0,0.21775,-1.0075,0.233
0,0.63425,-0.35729,-0.81744
0,0.47146,0.55042,-0.98935
0,0.86647,-0.46324,-0.38554
0,0.62016,1.0919,-0.21296
0,0.33126,-0.95603,0.78032
0,-0.13665,1.0371,-0.71697
0,0.86132,-0.65017,0.36042
0,0.9997,0.23905,-0.28033
0,-1.0267,-0.5313,0.3966
0,0.42867,0.80808,-0.80663
0,-0.88665,0.28729,-0.63056
0,0.48774,-0.076677,0.96028
0,0.37139,-0.85568,-0.54937
0,-0.78354,-0.73644,0.34282
0,-0.69748,0.86127,-0.48551
0,0.80621,-0.26713,-0.72654
0,-0.60642,-0.94161,-0.14023
0,1.055,0.70062,-0.083708
0,-0.44912,1.1184,0.069385
0,1.0518,-0.40507,-0.19994
0,-0.36627,-0.84129,0.65243
0,0.77602,-0.62062,-0.59225
0,-1.0681,0.39657,0.20802
0,0.21484,0.97478,0.76654
0,0.88717,-0.7586,0.30792
0,-0.57468,0.73931,0.51274
0,-0.21868,-0.33471,-1.0442
0,-0.03531,0.65671,0.91752
0,0.68481,0.88748,0.091077
0,0.4283,-0.85219,-0.824
0,0.8398,0.57902,0.82336
0,0.064727,0.91043,0.5279
0,-0.48809,-0.077749,-1.1416
0,0.60004,-0.56036,0.72409
0,0.62952,-0.54188,-0.71841
0,-0.85498,0.0099565,-0.89492
0,-1.0822,-0.6017,0.17744
0,-0.73951,0.37707,0.90662
0,0.77307,0.35102,-0.69237
0,0.77114,-0.51941,-0.49796
0,0.5863,0.79105,-0.56004
0,-0.84355,-0.54497,0.43454
0,0.23934,0.98533,-0.62131
0,1.0861,0.23646,-0.32924
0,-1.2245,-0.049678,-0.30985
0,0.070885,-0.74397,-0.80878
0,0.047442,0.46867,-0.96935
0,-0.21791,-1.0127,-0.49774
0,-0.9459,-0.15508,0.55635
0,1.0049,-0.13737,0.29566
0,0.55693,-0.141,-0.91914
0,-0.87804,-0.46162,-0.34979
0,-0.88903,-0.35744,-0.48213
0,-1.0528,0.093633,0.48151
0,0.97206,0.11686,-0.49097
0,-0.51743,0.80262,0.45606
0,-0.74529,0.72346,-0.57535
0,0.81153,0.35196,-0.82163
0,-0.64121,-0.67236,-0.556
0,-0.65973,0.66878,-0.62131
0,0.3898,-1.07,-0.29151
0,-0.8227,-0.4734,-0.7781
0,-0.80732,-0.10451,-0.74743
0,0.43819,0.52213,-0.89226
0,-0.18645,-0.043427,1.0859
0,0.32862,-1.1511,0.35444
0,-0.2366,1.1279,-0.36363
0,-0.56057,-1.0491,-0.1278
0,-0.74376,0.84014,-0.66756
0,-0.33121,1.1226,-0.3843
0,0.65473,-0.53888,-0.95595
0,-0.90264,-0.53418,-0.57057
0,-0.45637,-0.78117,-0.91492
0,-0.96897,-0.28092,-0.70806
0,-0.69575,-0.68841,0.62707
0,-0.56871,0.42304,0.99764
0,0.30688,1.1885,-0.137
0,-0.51712,1.0463,0.30505
0,0.71935,0.638,0.81595
0,0.56455,-0.9888,-0.60964
0,0.30535,0.91915,0.5409
0,-0.41487,0.76072,0.75072
0,0.14474,0.82067,0.67351
0,0.75375,-0.79216,-0.16305
0,0.83198,-0.93674,0.30735
0,0.65379,0.60133,0.64278
0,-0.52493,0.90717,0.58607
0,-0.61874,0.84761,-0.32933
0,1.0586,0.51743,0.11399
0,-1.041,0.13044,-0.26474
0,0.51406,0.84015,0.64888
0,-0.8336,-0.21535,0.93147
0,-0.70942,-0.75669,-0.70274
0,-0.33371,0.13801,-0.99901
0,0.49894,-0.76317,-0.73093
0,-0.81397,-0.71943,0.35405
0,-0.12032,0.6014,-0.94259
0,0.62843,0.032792,-0.98549
0,-0.87116,0.041132,0.90881
0,1.0091,0.082957,0.67106
0,-1.0125,-0.30238,0.37126
0,-0.24126,-1.0743,0.045392
0,0.81501,0.67113,0.51457
0,-0.32196,-1.0534,0.38667
0,-0.62337,0.57356,-0.65636
0,0.085112,0.49746,-1.0729
0,0.92418,-0.76204,0.25305
0,-0.14226,-1.0787,0.72894
0,-0.814,0.40132,-0.74894
0,-0.71138,-0.92013,0.3745
0,1.053,0.34474,0.040156
0,-0.23246,0.5816,-0.90319
0,0.94981,0.64807,0.377
0,-0.79388,-0.67084,-0.18311
0,-0.75944,0.73124,0.19741
0,0.98887,0.4595,-0.16978
0,-0.10448,0.72134,-0.81369
0,-1.2404,0.25444,-0.20233
0,0.88414,0.36808,-0.43611
0,-0.24478,0.98069,0.33693
0,-0.36347,0.8022,0.71674
0,0.82082,0.44031,0.64233
0,-0.82844,0.94792,0.01012
0,-0.60879,1.063,-0.091014
0,-0.43686,-0.71861,0.82653
0,-0.68735,0.33102,0.75814
0,0.64627,-0.68701,-0.61888
0,0.4714,0.8481,-0.81986
0,0.96487,-0.48618,0.21432
0,0.70018,-0.39253,0.75747
0,0.097489,0.617,-1.0285
0,-0.3148,-0.85213,0.75514
0,-0.38383,0.32426,-1.1147
0,0.63971,0.48701,1.0073
0,0.65453,-0.82033,0.55379
0,0.55475,1.0248,0.46105
0,0.37361,-0.73985,-0.95368
0,0.024956,1.099,0.36426
0,0.15038,0.87657,-0.56264
0,0.38682,0.80579,-0.64814
0,0.01868,0.80051,-0.95889
0,0.66374,0.74574,0.60964
0,-0.46932,1.0378,0.23949
0,-0.56532,-0.61593,-0.78603
0,-0.7809,-0.11798,0.86112
0,0.98192,0.48122,0.15404
0,0.30365,-1.07,-0.047089
0,-1.122,-0.21389,-0.25223
0,0.62314,0.61858,-0.94785
0,0.45419,0.74689,0.71874
0,-0.47819,-0.23312,-0.97531
0,-0.65824,0.53213,-0.6985
0,0.24478,0.41294,-0.96436
0,-0.14962,-1.0946,-0.47415
0,-0.75605,0.58049,-0.66981
0,-0.033899,-0.55693,0.96845
0,-0.82143,0.82041,-0.065427
0,-1.0112,0.09313,-0.65324
0,0.59852,-0.83915,0.59278
0,0.21215,0.10984,1.2179
0,-0.61802,0.91525,0.48426
0,-0.84749,0.75066,0.63482
0,-1.0288,0.58353,0.37555
0,1.0094,0.22821,0.69502
0,-0.5869,0.95175,-0.26178
0,1.0186,0.6682,0.03942
0,0.13482,-0.96548,0.62104
0,-0.19536,-1.2129,0.080706
0,-0.26424,-1.1733,0.0726
0,0.48575,-0.45623,0.97218
0,0.89228,0.44535,0.42755
0,0.93623,-0.49331,0.40031
0,0.30744,0.26899,1.151
0,0.028697,0.78805,0.80193
0,0.38337,0.56593,-0.85386
0,0.61653,-0.1098,0.87952
0,-0.38135,-0.28704,-1.0888
0,-0.66086,0.99811,-0.089623
0,1.0197,-0.67641,-0.4096
0,0.80256,-0.0041346,0.83892
0,-1.201,0.091929,-0.39356
0,-0.46823,-0.38415,-0.95146
0,-0.90629,0.6483,0.20624
0,0.080374,-1.2799,-0.18293
0,-1.1158,-0.023412,0.31088
0,-0.51368,-0.83599,-0.40303
0,-0.057545,1.2089,0.17607
0,-0.059751,-1.0462,-0.41523
0,0.57206,-0.86243,0.47398
0,-0.71412,0.53556,-0.71566
0,0.36112,0.69051,-0.99395
0,-0.86564,-0.012881,-0.76208
0,-0.82298,0.13254,-0.67433
0,0.83434,0.51918,0.42879
0,0.26972,-1.0458,-0.12497
0,-0.7018,-0.52887,-0.65429
0,0.7836,0.32274,0.6972
0,0.58211,0.83538,0.4158
0,-0.18014,0.9765,0.3931
0,-0.4141,-1.057,-0.39022
0,-0.9032,-0.45987,0.56755
0,-0.52063,-0.86508,-0.42049
0,0.14073,1.0924,0.55794
0,-0.52888,0.47056,0.98772
0,0.56601,1.0644,0.24277
0,-0.9624,0.76543,0.2812
0,0.4435,-0.88184,-0.65546
0,1.0345,0.20636,-0.42768
0,0.8592,0.56124,-0.55955
0,0.042213,0.63073,0.87447
0,0.72293,0.45658,-0.67869
0,-0.37885,-0.96529,0.22817
0,0.00028975,1.0166,-0.41972
0,0.75341,-0.33348,0.70929
0,-0.71363,-0.06269,0.78898
0,0.21677,-0.67427,0.80488
0,-0.24783,-0.72086,0.83407
0,-0.52542,-0.76981,-0.56589
0,0.87684,-0.41137,-0.46787
0,0.81828,-0.41096,0.6506
0,-0.29977,-0.38752,-1.0391
0,1.1986,0.21904,-0.18057
0,-0.76487,0.64728,0.52649
0,0.72803,0.77565,-0.2932
0,-0.90863,0.85637,-0.092808
0,-0.85993,-0.62941,-0.33273
0,-0.68632,-0.97461,-0.15033
0,0.82284,0.16162,-0.71498
0,-0.7047,-0.70788,-0.32921
