"X", "Y"
-1.08858114,0.19003388
-0.70693871,-1.26632584
1.23347154,0.30141765
0.28578014,0.18969635
-1.08438991,0.27017255
-1.40778429,0.66397543
-1.54652367,-1.04061438
-0.70307512,-0.73050068
1.09626491,-0.70003708
-1.46834702,-1.45914798
-1.20618371,-0.33237329
-1.04149447,-0.88216835
-1.08610088,-0.66209412
0.02877661,1.66120575
1.02638823,-1.09805828
1.06412112,0.75879578
1.42180311,-0.19242909
1.28734461,0.71733641
-0.77647268,-0.34762595
1.18790684,1.09598706
-0.87231969,1.19464307
1.56063565,1.33797488
-0.40055795,0.17528239
1.21390252,0.78058246
0.7384105,-0.70866963
0.39686597,-1.5058535
-0.6928965,-0.99350759
-0.38066161,0.85598359
-0.82008148,-1.07597112
1.2002656,1.46691304
-0.17496986,-0.84943888
-0.84848552,-0.25642354
1.06270442,0.24547027
0.28059176,1.68472933
-1.45543164,-0.05320394
-0.05966933,0.21953755
-1.1418144,-1.11048822
-0.28187045,0.39999354
-0.67324831,0.02453445
1.70308692,-1.588857,
-0.10669542,-0.05703354
0.67830834,-0.77378495
1.0539876,-0.30887984
-1.39467405,0.48235162
-1.63360622,0.78197022
-1.68312636,0.36701661
1.30052406,0.71843544
0.44391588,-0.20250003
-0.55722756,-0.41491491
-0.42231331,0.13632594
-1.22732003,1.35217998
0.44923794,-0.4006123
1.68729537,1.31986851
0.38301803,-0.409895,
-0.44292543,-1.46355536
-0.53525038,-0.84534068
0.38904589,0.79358062
-0.70930468,0.19250375
1.00932613,0.52326016
0.8584733,-0.94069083
0.48111333,-0.74827885
-0.92358586,-0.75811292
-0.4518489,-0.0672726
-0.92875975,-0.48514472
1.38948526,-1.22894904
-0.97579409,-1.48432871
0.73763289,0.13469242
-0.0773261,-1.57509513
1.6147863,1.22159742
1.12500456,1.32915995
0.97439279,-1.21233231
1.65005069,1.53123102
0.69314655,-0.6853223
-1.72144623,-0.01573205
0.341281,1.73938779
-1.26350611,-1.38717251
-0.24410411,0.89994327
-0.54376489,0.59391973
1.36496178,1.04572821
-1.37232159,-0.15316029
-1.59330483,-1.11146859
0.95245494,-1.09262688
0.2162392,0.43025612
-1.18108872,1.46596038
-1.5220476,1.48120156
-1.3299216,1.4177675
-0.44710489,1.03425629
-0.35556578,0.83846034
1.23624333,0.12097312
-0.32811128,-0.33085091
-1.52868401,-1.64279455
0.85815651,-0.25911917
-1.20034932,1.31644704
0.49057008,-0.05496191
-0.48499652,-0.50316559
-0.43484249,1.36831914
-0.40988291,-1.62724842
-1.22174844,-0.49811594
-1.14733189,1.14872906
1.74469061,-0.53972189
-0.03957319,-1.52949005
-1.04965974,-0.90276147
-0.37903441,1.16059457
-0.33828883,0.86703349
0.11122824,0.59837196
-1.04007156,-1.55990851
-0.86827379,-1.34429768
0.71604662,0.27221864
1.03228779,-0.30334293
-0.8202516,1.28019182
0.23957495,-0.06050807
1.37158177,-0.49257436
-0.30461515,-0.8047187
-1.26422711,0.27798899
1.47580828,0.54708859
0.58121276,1.27115233
0.70719683,-0.39541656
1.06576944,-1.26566502
1.30252865,0.06468082
0.17109766,1.49308732
0.64659919,-1.42396475
-0.84660889,0.76112206
-1.40176651,-0.79141269
-0.80915115,0.75055948
-1.54594649,-0.50235451
-0.24391479,-1.4408061
-0.13263445,0.1415904
1.64770937,1.32329034
1.50781122,-0.758829,
-1.20356498,0.51147652
-1.02512777,0.33182536
-1.04527948,-1.46895315
-0.16556256,0.50442122
-1.39824479,0.20483694
-0.20756572,-0.8123271
-1.12813343,-0.88457385
1.38988423,-1.58388499
-1.21288588,0.09586489
0.64646378,-0.27666554
-0.89020641,-0.74633376
0.53096659,0.76849774
1.64585782,0.73604945
-0.25940181,-0.84584054
0.13224449,0.8156965
-1.32021886,-1.48738045
-0.94649032,-0.24582818
0.59272691,-1.66238679
0.14585548,-0.68924622
-0.5613274,-0.19753013
-0.12699461,-0.30616098
-1.42166777,-1.14426439
-0.01117681,-0.35874611
1.7376378,0.96440899
0.29975421,0.19833282
-1.55160038,0.64356025
0.23922629,0.08802497
0.93763193,1.01059403
-0.97243576,-1.05616461
0.5666415,-0.55133014
-0.14522008,-1.54068439
-0.25584584,1.55931496
0.66393197,1.13637715
0.45496782,0.32708048
1.64783584,-0.0024263
1.02052177,-0.89464265
-1.37105247,-1.06764006
-0.53600381,-0.10270373
1.36478337,0.35304572
0.50738052,-0.36429947
0.60122364,-0.29809418
0.3873712,0.15679652
-0.65551489,-1.40519493
-1.29933109,0.29183862
-1.47128802,-0.1290495
1.39839441,0.31855103
1.66801519,-0.69958742
0.53275528,1.53481098
-0.51133507,0.14909564
1.21813375,-0.54949138
-1.69419846,1.72641469
-0.31427269,-1.31582744
0.83195024,-0.57116681
-1.1400199,-1.28468651
0.69834601,1.73690388
-0.36363666,0.94409551
0.54778863,-0.23990712
-1.55529038,-0.27974226
-1.62362585,1.59521278
-0.30292657,0.30681077
1.54318653,0.29570371
-1.12656632,1.59304335
-1.0723276,-1.25133455
-0.46600388,-0.19193133
1.67048045,0.21981712
1.07450928,0.96221294
-0.32781011,-1.43612075
-1.30931198,1.73502157
1.26249074,-0.49980839
1.16810863,1.41430438
1.4829411,1.32912029
-1.07830347,1.04677501
-1.53200764,1.09189308
0.27910732,0.84460794
0.18459263,0.36994846
-1.59667945,-1.58531732
1.09636329,-0.68861862
1.07928192,0.73603672
0.23754986,-1.33141968
-1.49584866,-0.36764156
1.48939238,-0.91242338
-0.25827165,0.52251401
0.00043635,-1.6072851
0.69039967,1.47834527
0.35827371,0.31086074
1.17685703,1.18277639
-1.07643901,-0.23528672
1.12116768,0.84425462
1.20843864,-1.24685395
-0.19842048,0.7548587
0.81156864,-1.44594545
0.74826188,0.46911519
-0.51304161,-0.64353429
-1.62451646,-0.33997962
-0.65868158,-0.20350088
0.73716206,-1.19145427
-0.05772319,1.04466191
-0.86144961,1.28932296
1.51617159,-1.30420558
-1.32331639,0.53465258
0.07162039,1.42711991
1.06099838,0.03964067
-1.48664808,-1.35245702
-0.16706763,-0.64193495
1.55150616,0.6059594
-0.78537409,-0.46098252
-1.44463485,-0.83151091
-0.61776598,0.52341399
-1.12578525,0.6451221
-1.31654525,1.39447317
0.45118712,0.30070533
-1.07464913,0.86510622
-0.90516605,1.0625887
0.9810964,1.55084118
0.99408596,-0.43339576
0.04890563,0.47132785
-0.79584078,1.069526,
-0.58188705,-1.24446102
-1.51850517,0.58579947
-0.80559238,1.24749777
0.95843377,-1.29602497
0.20396475,1.64748181
1.15577672,1.31887381
-0.81238369,0.81193914
-0.54442043,1.16628028
-1.36865138,0.67251486
0.51535159,-0.79133883
0.4710778,1.45234687
0.41202806,-1.05825853
-0.6615747,-0.47963557
-0.64417858,0.67007411
1.57538696,0.04660976
1.02036573,1.56807503
-0.42433543,-1.53411678
0.89196757,0.84479472
-0.67168812,-0.76435593
0.71833962,-1.15372384
1.20517337,1.27876931
0.24241668,-0.93818555
1.57191351,-0.88127297
-0.65171216,-0.16781719
0.08391964,-0.12054624
-1.72458764,1.28418344
-1.6428291,1.35103553
1.13349474,1.54152657
-0.63447074,-1.07323575
-1.53669333,0.68159443
-1.18135794,-1.11425553
-0.92482854,-0.73157892
-0.9831858,0.40413845
0.0505167,0.55359718
0.50542833,1.25986382
-1.59770342,0.23244806
-0.3843896,1.03226628
-0.9312151,0.40943878
-0.78863015,-0.88338136
-0.58626848,-1.47437024
0.86794076,1.35020464
-1.66629353,0.55966206
0.23043775,1.43339377
0.65591177,-0.24811602
0.28358008,-1.25455264
-1.16193161,-0.92080441
-0.04685643,-0.77232041
-1.37597482,0.09703438
0.699236,-1.36085542
0.80737005,-1.61221688
0.70309555,1.59812674
-0.13831398,-1.46637383
-0.74315494,-1.18443577
0.01514945,-1.06944846
1.73652606,-0.24472809
-0.37952683,-1.47233801
0.35443769,-1.26460822
-0.81591103,-0.66069916
-1.38441205,1.17301993
-1.34128421,-0.02559965
-0.72098643,-0.87691042
-0.94948662,0.61984008
1.0326667,-0.28152321
-0.6186106,0.83113454
-0.79012134,1.31272948
-0.70425733,-1.51693631
-0.09114628,-0.65805291
-0.10639497,-0.68526783
1.70398108,1.67222099
0.42026023,1.43742206
-0.63804064,1.02752797
0.93279504,-0.46666152
0.78137772,-1.37060183
-0.91722562,-0.96893859
0.44887588,-0.99705394
-0.74011435,-0.75320074
1.55227074,1.5805606
1.16416974,-0.13434681
-0.02261942,-0.40012503
-0.1241986,-1.20519507
-0.78379712,-1.05460302
1.33531736,0.68929879
-1.26204783,-0.20727232
-0.5938926,-1.64235526
0.84376337,-0.17342063
-0.46875458,-1.06479347
-0.0287924,-0.75568903
0.03891358,-0.82907468
-0.70853874,-0.22539441
0.39724666,1.21636631
-0.75714781,-0.5631713
0.51455456,1.74237232
-0.92353225,-0.93138572
1.12476591,1.06267988
-0.58218666,-1.6430213
-0.23298737,0.18330245
0.91577706,0.58903834
0.60993246,1.0810249
0.96691143,-0.05928144
-1.36114541,1.11886488
0.36549943,-1.57993681
1.01422996,-0.33531786
-0.63395151,0.08508271
0.60796535,1.5005855
-1.63491041,-0.64158987
-1.58478473,1.21832971
0.71906803,-0.7593808
0.94784487,0.49381702
0.56825362,0.89812463
-1.16600651,0.38010649
0.07319409,-0.51790722
0.81317578,-0.19404087
-0.09210016,-0.97124355
0.84211826,-1.65735473
0.00228052,0.16313439
-0.79560987,-1.1118657
-0.51634866,-1.32828643
0.78037448,0.3133493
-1.58018439,1.60069852
0.95610703,1.67171573
0.50793679,1.56022944
1.06517466,-0.62779783
0.89490793,-1.27392339
0.03395565,1.44506263
0.09743658,1.57611234
-0.39887983,0.11653349
0.25335075,1.62373036
0.73346494,0.36060889
-1.49700675,-0.92349904
-1.29669066,0.07164601
1.71719371,1.19906615
-0.02689592,0.08282033
-1.58178246,1.19124167
-0.39867141,-1.59845714
1.4860716,-0.17457103
0.61842775,0.17143286
1.01827077,1.63022956
0.43217872,-1.29011434
0.31841444,-1.58444699
-0.52718914,-1.43840478
-0.73263325,1.41037168
-0.98926468,1.00893465
-0.34808264,-0.41867602
1.20845904,-0.26856599
1.68797203,-1.00711676
1.33039757,-0.75759523
0.20408107,-1.28006841
-1.56245155,-0.40637679
-1.10240325,-0.0076442
-0.88105413,-1.55969469
0.77033448,-0.54097481
-1.12665991,1.58047007
-0.02785466,0.25057141
1.61784684,-1.28584751
-1.09202927,0.75918179
0.2230983,-0.25955997
-1.33563475,0.32311399
-0.19154701,0.62399147
-0.68152023,-0.30364115
-0.65513313,-0.9999215
0.03973906,1.16999727
-1.60567494,-0.01739943
0.88779773,0.49614683
1.72486569,-1.49625911
-1.16334872,-0.58974922
-1.70367084,0.10034265
0.50051714,-0.24759302
-0.27529782,1.33628012
0.4006879,-0.78379439
-0.61472757,-1.00029234
-0.80582991,0.62086884
0.49054297,-0.79020402
0.14993998,1.27877792
-0.79284805,-1.60797507
-0.76607137,1.55542587
-1.65403812,-1.27410942
-1.12171841,0.74572376
1.67504575,0.33813627
-1.41782902,-0.11198226
0.99539664,-1.07537122
-0.69743766,0.61193051
-0.62102052,0.82361242
1.03735684,1.17567318
0.19001859,-0.38555673
0.42348403,-1.05056289
-1.01456452,1.13395538
1.11424671,-0.28860674
-0.10134882,-0.20953962
-0.15354254,-0.90714558
-0.96688422,1.18257174
0.59240608,1.67651345
-1.16862072,1.49574642
0.93461885,0.12835072
0.544354,1.19931597
0.10788498,0.54218399
1.66838737,0.79403929
-1.45265524,0.7819781
1.65833192,-0.34433317
-1.57441968,0.81831959
-0.6512085,1.47667999
-1.09109313,-0.39290116
-1.64304313,-0.17862722
-1.06515694,0.36847465
0.86724691,-0.72736202
-1.26067041,-1.28035828
-0.8402484,1.16751946
-0.22064901,-1.02744327
-0.73983636,-0.48527931
-1.01667859,0.16964,
0.25328621,0.99881689
0.6911919,-0.84492624
-1.17806616,1.42816354
1.14328282,-1.66827196
-1.64391155,-0.00548861
1.18742522,1.50228809
-1.05140911,1.10163031
-0.27992707,0.55803562
-0.62898551,-1.25884476
0.73299174,-0.62985342
-1.62203624,1.64547544
-0.235499,-1.35094673
1.09739168,1.23723419
-0.67829468,0.66440045
-1.30755581,-0.35693582
-0.95566717,-0.84568902
1.62674897,-1.57419518
0.18816052,0.50426115
-0.56538181,-0.85456481
1.04169812,-1.10326158
0.5349313,1.75946629
1.18555569,-0.23038716
0.64319877,0.33868891
0.5403857,-0.61822648
0.02922176,-1.42990528
-0.91929052,-0.31321163
-1.18077764,-1.14307591
-1.10590816,0.21106004
-0.15341761,0.45472139
1.68304052,0.40263154
-0.94264282,-0.77721524
-1.03934535,0.98931941
0.00077661,-1.30158937
1.3103412,-0.32717335
0.39272543,1.67250103
0.30236181,0.06101577
1.42887483,1.39912349
-0.14154261,0.66370729
0.62966984,-0.66997417
-1.15798849,0.27072747
-1.59996567,1.14842799
0.91741896,0.75444169
1.49947837,1.61506963
-0.1020082,0.63694838
1.66076214,1.2539803
0.54743087,-0.17590135
0.85460043,-1.49194362
-1.64476543,0.90913491
-1.27528874,1.11040255
-0.35476963,1.59271835
-1.50299888,0.04307358
-0.78789058,-1.34480349
0.15484281,-1.67225879
-0.99491515,-0.13336956
-0.52257699,1.28754905
-0.73197306,-0.58127377
1.43899273,-1.10170407
0.44473666,-0.326563,
-1.49898508,1.05868822
1.74252603,-0.2347448
0.35342652,1.19751819
1.00466744,0.05055511
-0.73791625,-0.82401235
1.29483543,-1.42886254
0.3257191,-0.00443401
-0.01688509,1.08620698
-1.19704995,1.72053209
-0.63232331,1.15922257
-1.14620574,0.92911091
0.6221688,1.05232186
1.7461188,0.66650743
0.06670501,0.71932298
0.90979644,-0.10360115
-0.93012119,-0.94068604
-1.649301,0.92598342
-0.51080597,0.92631674
-1.27283624,0.62796559
-1.57581588,0.35695582
-1.63573643,0.7148295
1.02632457,-0.26950229
-0.48802925,-0.89220805
1.24141964,-0.07934648
0.9020144,0.44710225
-1.21878035,-1.1062744
-0.81418245,1.27027171
-0.59980815,1.37655978
0.46276673,0.7526439
-0.75080454,-1.52750543
-0.14830302,0.51879462
-0.5605822,1.59688004
0.4941319,1.73829166
1.05870486,0.06861493
-1.15437537,0.55099747
-1.19988876,-0.29260571
-0.01039459,0.01470964
-0.86426881,-1.61453511
0.19703192,-0.13356356
-1.50358548,0.09390835
-1.32574904,1.73193866
0.84596057,-0.43722999
1.19225408,-1.34101356
1.32445841,0.58187608
-1.44176279,-0.18296677
0.3480746,0.46049511
0.83535232,0.58270541
0.51112733,1.13997155
-1.65387646,1.62102055
-0.2304051,-0.71162266
-0.02417756,1.55395324
1.46733718,1.13055206
-0.94961821,-0.70618193
1.15503839,0.55886093
-0.87081517,1.30810332
1.41602177,0.4991204
1.69569831,0.21111125
1.25623167,-0.64659615
1.5825606,-0.44306305
-1.37943111,-1.15811391
0.47556165,0.92145741
-1.53516635,-0.07220458
0.99934562,0.12631084
-0.26998127,-1.08278388
-1.33047736,-0.5435786
-0.735279,-0.42378348
-1.46061691,-0.91326656
0.06511177,1.73120755
-0.28077792,-0.26708938
-0.73815175,0.23248021
1.26222886,0.61818663
1.74452409,1.57115386
1.20486227,-1.54975092
0.8970646,0.43338247
0.86595485,1.68230069
-0.95928828,-0.44570722
0.19461165,-0.53307714
1.27874906,0.18003415
-1.70705478,1.45276716
0.08899853,0.67569484
0.04219664,0.4272584
1.68306616,-0.16794054
0.69971759,1.27462506
-1.36220269,0.31406373
-0.13204077,1.7331475
1.53011797,-1.05079487
-1.38618773,-0.12703651
-1.65876583,0.02261448
0.84034131,1.35696329
1.62137201,1.47306158
1.45010709,-0.53726959
-0.38214864,1.11844524
-0.10225167,-1.17390898
-0.14699385,-0.41621302
-1.42886263,-0.48359189
1.60741343,1.50620797
1.64187052,0.28070634
-1.35738443,-0.909919,
-1.07779804,-1.04233293
1.36115557,-0.98926299
-0.40862741,-1.37250339
-1.59846316,1.58004597
0.92363186,-0.19178279
-1.13876915,1.69248932
-0.21684801,0.18699925
-1.46325391,-0.72838626
-0.81385256,-1.21376094
1.38145133,-1.02449026
-1.61828602,1.71133484
1.53915167,0.80319344
1.19819933,-1.15429468
-1.44743251,1.29116445
-0.47978591,-0.5790534
0.66749845,0.92095961
0.40688563,-1.36483186
-0.45620193,-1.64852147
-1.3866932,0.82192852
-0.77816829,-1.14261787
1.68119236,1.13965643
0.64474634,-0.5693157
-1.14236052,1.12496936
1.49386568,1.28935637
-0.84759582,-1.38591323
0.02648011,0.97650553
1.68531817,1.46958609
-1.61413272,-1.61773551
0.46955787,-1.25252267
0.38497485,-1.66148875
0.85166394,-0.35669021
0.90787723,0.69879097
-0.06579249,0.06292216
-1.41189785,0.54556144
0.50093547,1.12403406
-1.55447341,-1.04537256
0.57807887,0.21179559
-0.28387671,-1.60082876
1.17241418,-0.69182571
-0.45788248,-0.12049933
0.16798993,-0.86172439
0.00741771,1.50243133
-1.02450434,0.20775974
1.65567126,-0.03678492
1.41944809,-1.56278072
0.09499427,-1.68404123
-0.78378605,1.47221481
-0.28187577,-0.09456711
-0.32486543,0.86026517
-0.34188893,0.07108478
-1.5049349,0.76985808
0.13114168,1.6688779
1.30134077,-0.50075033
-0.43123834,0.58672826
-0.13247808,0.22173923
1.64822207,-1.38082525
0.34121901,0.64652526
-0.96312405,0.33048738
0.96718167,-0.70778388
1.66922422,-1.24401357
-0.07869234,0.82365799
-0.19590592,0.08315683
-0.07560495,-1.50878276
-0.60834695,-1.407575,
0.91633538,-0.04430517
-0.31066263,0.93439049
0.55779114,-0.26646249
-1.26009108,-0.0270087
-1.0567029,-0.24500917
1.33478097,-0.74101349
-0.21842866,-1.58523152
1.380915,-1.41925157
0.47907548,1.66147777
1.44722086,-1.58703551
-0.78649796,-1.32193767
-0.31639998,-0.13013123
-1.14438537,0.98139844
-0.51295505,-0.31519346
-0.69263465,-0.70418516
-0.26609141,-0.27691289
0.06460349,0.75467211
-1.33696815,-1.37265882
-1.1852786,-1.36175965
-1.1602622,-1.58607975
1.14813408,1.07313562
-1.64253307,-0.57137216
0.45138578,-1.16471825
-1.12891104,-1.46138874
-1.17812368,0.54129378
0.46268913,-0.77158329
-0.82869617,-0.25834657
-0.06187457,1.47552084
0.62857252,-0.5887278
0.93453101,-0.16496847
0.32251279,0.5729801
-0.59567295,0.03527534
-1.37417129,1.23184628
1.58377381,1.4211133
-1.56981446,1.2519811
1.20039902,-1.24262013
0.77959189,-1.50796636
1.09542571,1.07634976
1.6366954,-0.19505412
0.00112701,-0.20486066
0.04793997,1.12242387
1.2917728,-1.64089961
0.59641806,0.46208998
0.40057907,0.89522861
0.82143559,-1.32297099
0.74254545,1.16990397
-1.68269821,-0.58958593
-1.0298729,-1.62904918
1.29285849,0.16304407
0.83510587,-0.94233991
-1.2921955,-1.15554426
1.21374061,-0.80122222
0.42071191,-0.46960978
-0.19519446,1.25992625
0.82588396,-0.53453228
1.39193044,-0.60316616
0.88136102,1.03422762
-0.47193578,0.11770554
-0.12905441,0.46322999
0.81051505,1.45669827
0.30324457,1.42291228
1.72447762,0.19107607
-0.8493398,0.52536577
0.80819714,0.54526916
-1.53175147,-1.04236456
-0.89637075,-0.8476285
1.5375316,0.61345156
-0.91857259,-1.12209091
-1.55740833,-0.71640539
-0.55545132,-0.72440662
0.77563643,0.26449265
-1.36639139,0.54901858
-0.64635801,0.86679668
-0.02642982,-1.20729431
-1.08968711,0.21090597
-0.73689585,-0.37424199
1.00407126,0.22648411
1.32265013,0.68261581
-1.19089324,-1.35010479
0.50985162,0.15595013
0.82593742,0.22152691
1.70612687,1.69676552
-0.77971534,1.041264,
0.93648826,1.20910746
-0.26487972,1.51079257
-0.41623365,0.76995728
0.367598,-0.43684267
-0.9335481,0.67334188
1.40975881,-0.31749839
-1.39013562,-0.72471004
-0.33327441,-0.28793309
0.49023425,-1.29622439
-1.33406624,-1.09452614
-1.14948221,-1.0868714
-1.70715254,-0.7468317
0.24013303,1.73320662
-0.2970908,1.22843066
-0.99751809,1.55213294
-1.66617147,-1.60024811
-0.46733331,1.32949806
0.24441809,-1.57261022
1.1944103,-1.13377252
-0.41893775,-1.39898449
1.51009053,-1.67242522
1.32680651,-1.1124231
-1.02258163,-0.93158703
-1.2307367,-1.19969271
1.30294767,-0.25330178
-0.46522143,-0.84610274
1.41871792,0.32668963
-0.52582796,-1.01116465
1.44654391,-0.98652488
-1.49832734,0.48399308
-0.76256891,-1.07950448
0.37702444,-0.11759387
-1.17958097,0.29028698
0.59292575,0.70243661
-0.84925703,0.09823079
-0.55264713,1.50689788
-0.05334866,0.27680441
0.12094528,1.75331459
1.38754622,1.71668076
-0.890103,-0.02780704
-0.15207242,0.72908677
0.78524623,-0.24890682
0.10462339,-0.08554055
0.93468325,0.01379632
0.6304609,1.14923632
0.63131188,-0.43606785
-0.06300217,-0.08352737
1.60758203,-0.18885078
1.44885256,1.44806371
0.86849949,-0.9960624
-0.24816743,0.5340849
-0.83313237,-1.13989652
-0.04979761,0.37793624
0.52382971,0.418359,
-0.71281187,-0.49124084
-0.39488729,-0.98747535
-1.00634084,-0.11000463
-1.27921155,-1.31412095
0.03096999,-1.52942419
-0.32695151,0.89209102
1.65965591,0.03267776
-0.83189912,0.47507664
-1.22172203,1.52010694
0.89802042,-1.17357338
-1.38595267,1.50554892
1.5964098,-0.82579501
-1.12817508,0.68805818
1.72721589,-0.80360789
-0.47153251,-0.45092455
-0.10823436,-0.78760222
0.21656052,1.17863249
-0.33429084,-0.72620438
1.52148575,0.20493368
-0.91680164,-0.49488539
0.01517051,-1.38678102
-1.6077593,0.76090774
0.85271374,-0.0692387
1.27767721,0.33847133
0.90607695,1.53905133
1.02073597,-0.62128924
-1.31195206,-1.55659658
-0.36838539,-1.66822635
0.83847353,-0.13349828
0.81875624,0.02531146
-1.6735581,1.31848189
1.47299468,0.3821785
0.70387962,-1.48440494
0.69189422,-1.40382041
-0.61075996,-0.66280095
1.19816214,-0.0950568
-1.5073788,-0.85737618
-0.18141788,1.57880774
-0.88685601,0.98437108
-1.11748549,0.52475287
-0.94153612,0.97258645
0.15962835,1.38917914
-1.35430493,-1.04015657
0.93694815,-0.53348975
-1.48391864,0.73460081
-1.25375957,-1.28225707
0.02179406,-0.27089473
-1.12077169,0.62226638
-0.2817332,0.67267422
-0.39523876,1.1586812
0.26925571,1.11021039
0.44974888,-0.44463958
-0.3781082,1.0950674
-1.62376104,-1.09590591
0.46195967,0.87391825
1.23611987,0.96921556
1.68476299,1.48335009
-0.26278536,1.02965566
-0.69681366,1.51404308
1.73924186,0.84337339
-0.56295282,1.63235883
-1.58303072,-0.27776436
0.04676064,0.08362678
-0.94399697,-0.30458332
0.74550889,0.9919146
0.7704278,-1.63609631
0.6218236,-0.86090617
0.51815895,-0.38112063
0.26726653,-0.91769126
0.62819444,1.42383424
-0.5628046,-1.47407401
1.53859409,0.20251254
1.16462927,1.57434861
1.31434532,0.10349066
1.67026561,-0.18191798
-0.85764856,1.30502002
1.33919128,-1.48885083
0.83457788,-0.53637145
1.26301992,-0.85484754
0.29089892,-1.24407656
1.34373907,-1.2241634
0.52580511,-0.91480665
0.90356405,-1.05773666
0.90928201,0.05379462
0.73695533,0.10428594
0.20834613,0.39382775
-0.93194786,0.29474856
-0.80862189,-0.65959162
0.00850225,-0.90554174
0.42528105,-0.65921833
-1.0789236,1.4103409
-0.21108332,1.56304059
-0.28440152,-1.65739762
-1.03314286,1.19145303
-0.47387394,1.22954043
-0.37651184,-0.66904269
1.05674171,-1.44427444
1.31810333,-0.24368954
-0.58323484,-0.93433193
0.33990478,1.58037496
-0.50086077,-0.89720668
-0.86486355,-1.37953301
-0.90286354,0.53119143
0.75350379,-0.2549593
1.55329149,-1.11725369
0.76135692,-0.29453861
-0.8936175,-1.02162522
-1.14295106,1.68368621
-0.37228804,0.40662873
-0.22308001,1.10721858
0.91033102,-1.53252782
0.50307427,1.65248135
1.22941318,-0.67266761
0.39732943,-0.13834395
0.30574386,0.24646021
0.82222413,-0.58581385
-0.22324615,0.30633541
-1.69720345,-0.75561598
-0.03623344,-1.07047021
0.77304345,-1.33050825
0.78617211,1.14608228
0.65671973,1.47439438
0.74734911,-0.92995356
1.1306859,-0.85364518
1.1637938,0.34001139
0.05585792,0.30592355
-0.35779606,-0.75972567
-0.12571295,-1.21710204
0.42756681,0.19496185
0.61323979,0.51069684
1.48490523,0.09233138
-1.68195983,1.34682527
-1.30498749,0.82477496
-1.03937592,-1.26807493
1.59186565,-1.57062006
-1.62038143,-0.14534338
0.30966096,-1.08393299
0.79251736,1.55017248
0.00661571,-1.27338731
1.20528708,1.56297743
1.16825503,0.25655367
1.19231051,-0.39215852
0.0107697,-1.41313971
-0.59906048,1.46882436
1.23993181,0.35833392
1.42029917,-0.21929896
1.53233192,1.57320695
0.25499195,-1.52056102
1.34836646,1.45409941
1.55124271,-0.06354468
-0.71323644,-1.39168751
1.32985791,0.80344839
1.06049012,0.96249826
1.1145513,-1.31059556
-0.54999188,1.11829453
0.82586532,0.95451926
0.91388799,-1.46281856
1.1448068,-1.39721527
1.13206188,-0.59870054
-0.98830176,-1.01728226
-1.4569911,0.02710365
1.00071929,0.55274948
1.72145332,0.96926983
0.80506488,-0.27320624
-1.30556683,-0.38222905
1.26146475,-0.53390621
-1.29963517,0.1414083
0.38521166,-1.28529778
0.93716603,0.06040128
0.31464691,-1.56132156
-0.97556447,-0.17252588
-1.3636607,0.82713832
-0.97213197,-0.44605661
-1.60928098,-0.81972022
1.22465065,0.1488756
0.81840911,-0.97693187
-1.04370494,0.32265321
-1.05821485,-1.01100591
-1.38057338,0.92965816
