"ClusterId","x","y","z"
1,0.70049,-0.34678,0.15109
1,0.097936,-0.12382,0.080881
1,0.081041,-0.030486,0.055888
1,-0.17769,0.80551,0.40665
1,-0.31413,0.7281,0.49761
1,-0.56396,0.84705,-0.44703
1,-0.4304,-0.59023,0.50947
1,0.28026,-0.82926,-0.90874
1,-0.36171,-0.14973,0.089404
1,-0.27348,-0.295,-0.11997
1,0.030675,-0.59688,-0.46963
1,-0.013539,-0.031009,-0.13264
1,-0.14352,0.10259,0.2249
1,-0.93385,-1.6048,0.91925
1,0.015821,0.0022696,-0.017589
1,0.10759,-0.073173,0.10375
1,0.11277,0.43916,-0.3726
1,0.030271,0.1467,0.16889
1,0.21038,0.24292,-0.043838
1,0.85452,-1.1229,-0.48009
1,0.26389,0.47712,-0.24848
1,0.72691,-0.53153,0.2171
1,-0.43977,0.77934,-0.077595
1,0.31908,-0.5797,-0.39693
1,-0.16367,-0.12051,0.17662
1,-1.5868,0.40975,1.1007
1,-0.051314,0.14949,0.086478
1,1.0584,-1.2859,1.3122
1,0.079082,-0.19439,0.21385
1,-0.19147,-1.124,0.065775
1,-0.80087,-0.29857,-0.84408
1,0.48991,0.62704,0.44126
1,0.083051,0.14792,0.069854
1,0.14085,-0.20267,0.081607
1,0.45535,-0.59961,-0.44355
1,0.027545,-0.86887,-1.481
1,0.011042,0.025514,-0.051708
1,-0.096378,-0.5621,-0.5241
1,-0.032621,-0.026963,0.030515
1,-1.328,0.5182,-1.2315
1,0.45688,1.0779,-0.58789
1,0.64466,-0.38291,0.25515
1,0.001106,-0.32163,-0.66009
1,-0.29334,-0.1318,0.51659
1,-0.25672,0.54379,0.49055
1,-0.094262,-0.13706,0.05993
1,1.5323,1.3375,-1.5101
1,0.2672,0.45033,0.20054
1,-1.0186,-1.2834,-1.0803
1,1.6354,1.513,1.4924
1,-0.64627,-0.97347,-0.66181
1,0.35885,-0.084126,0.1815
1,-1.4593,0.34905,-0.40322
1,0.41391,-0.017798,0.55486
1,0.11953,0.11295,-0.13387
1,-0.63783,0.63267,0.42666
1,0.069703,0.35669,0.060106
1,0.64202,-0.45518,0.27096
1,1.3488,-0.77648,-0.67765
1,0.010822,1.4157,-0.48202
1,0.47997,-0.78043,0.19667
1,1.1867,-0.68396,0.50804
1,0.7698,-0.44227,-0.41082
1,-0.038982,0.064894,-0.21448
1,-0.21685,-0.58595,-1.0316
1,0.27513,0.34678,0.1382
1,0.12535,-0.42502,-0.39821
1,0.14976,0.62481,0.58945
1,-0.36615,0.21845,-0.14168
1,-0.76948,-0.80069,0.24949
1,1.047,0.99448,0.98889
1,-0.44631,0.83284,1.6112
1,0.51097,0.12013,-0.69378
1,0.65426,-0.53641,-0.39826
1,-0.96192,-0.73809,0.765
1,0.18644,0.15245,-0.13633
1,0.16495,-0.060563,-0.10454
1,-0.64515,-1.5908,1.39
1,-0.38145,-0.16454,-0.75999
1,-0.00069564,0.60967,-0.52602
1,0.1522,0.11895,0.35654
1,0.47457,-0.016861,0.11593
1,0.093724,-0.7061,-1.4264
1,0.018934,-0.0039456,-0.010268
1,-0.026645,-0.053189,-0.040629
1,-0.015512,0.015636,-0.019488
1,0.24081,0.048604,-0.40165
1,-0.32507,-0.21814,0.50699
1,0.20513,-0.52925,0.93544
1,0.25947,-0.23144,-0.29069
1,-0.3705,0.85173,0.42386
1,0.0072296,0.15757,-0.036097
1,-0.65443,0.51839,0.46131
1,0.084442,0.07729,0.077055
1,-0.060039,0.68999,0.25866
1,2.8327,0.18614,0.47218
1,0.11376,-0.040757,0.031275
1,-0.27029,0.14357,-0.75904
1,-0.81291,-1.2502,0.36193
1,0.86425,0.32336,1.7753
1,0.59907,-0.5391,0.090437
1,0.67435,1.0809,-1.1763
1,0.083588,-0.0608,-0.096395
1,-0.14076,-0.90249,0.20858
1,0.42062,-0.31583,0.37644
1,-0.0043846,0.2459,0.046114
1,-0.38183,-0.010354,-0.36923
1,-0.36859,0.34145,-0.16645
1,-0.21611,-0.28268,0.3925
1,-0.42441,0.023379,0.78339
1,-0.042448,0.45223,-0.27497
1,-0.46261,0.63954,0.41784
1,-0.32314,0.20901,-0.31551
1,-0.44066,-0.37674,0.97106
1,-0.061644,-0.24247,0.52345
1,0.0081709,-0.10071,-0.30418
1,-0.28265,-0.5396,-0.072497
1,0.03476,0.031113,-0.039355
1,0.15116,-0.77182,0.32268
1,0.18725,-0.26119,-0.23678
1,-1.2191,0.91469,1.2821
1,2.4523,-0.20809,1.7685
1,-1.6455,0.10619,0.55156
1,0.28593,-0.91934,-0.95685
1,-0.013248,-0.0078433,-0.16373
2,-3.5873,5.5838,0.37545
2,-3.3277,3.1766,1.3901
2,-3.2028,4.7193,-0.10806
2,-3.3872,4.5561,-0.294
2,-3.5367,5.1288,-0.39543
2,-3.1518,5.2461,-0.33462
2,-2.7553,3.8435,0.96162
2,-2.5494,5.0214,-0.39808
2,-4.0197,4.3299,-0.69363
2,-3.6306,4.776,0.20757
2,-3.6274,4.9103,-1.0453
2,-3.5483,4.8643,-0.20492
2,-2.5959,4.052,0.50931
2,-3.6465,4.9173,-0.21059
2,-2.4228,3.8774,-1.5184
2,-5.3051,4.9087,-0.36882
2,-2.3571,6.5371,0.02999
2,-3.6558,4.3766,0.82808
2,-3.7375,4.786,-0.25285
2,-4.6556,4.8003,-0.24076
2,-4.5047,4.9337,-0.92616
2,-3.7146,4.5383,0.12419
2,-3.213,4.853,-0.18297
2,-4.5149,4.8094,-0.91362
2,-3.4785,2.9753,-0.1528
2,-3.92,5.1873,-0.42091
2,-4.175,4.3491,-0.25777
2,-3.5805,4.8244,-0.26045
2,-3.6465,4.554,-0.70086
2,-3.6052,4.8173,-0.12336
2,-4.3657,5.3785,-0.2571
2,-3.6122,4.8411,-0.20219
2,-3.8674,5.2412,-0.064464
2,-2.8785,5.4657,-0.99702
2,-4.4569,5.3092,-0.37962
2,-3.7994,4.4131,-0.073374
2,-3.7589,5.2874,0.16944
2,-2.9569,5.2394,0.47826
2,-3.5417,4.4441,-0.96619
2,-3.3412,4.8938,-0.19432
2,-3.7812,5.0771,-0.19038
2,-3.8259,4.2641,0.51652
2,-1.9385,4.77,-0.020159
2,-3.44,4.4719,0.28051
2,-2.6755,5.5155,-0.040168
2,-3.6733,4.9855,-0.25645
2,-2.9964,4.4607,-0.24554
2,-3.5472,4.8017,-0.23788
2,-3.571,4.582,-0.51839
2,-3.8883,5.2766,0.060546
2,-4.1444,5.0952,-0.016177
2,-4.414,4.1916,-0.61092
2,-4.1081,5.8557,-1.9138
2,-3.7075,4.7321,-0.2544
2,-3.8293,4.5935,-0.14341
2,-3.8909,4.9604,-0.29109
2,-3.7633,4.9737,-0.13655
2,-3.534,4.8995,-0.22047
2,-3.5865,4.7981,-0.18839
2,-3.6065,4.8591,-0.19995
2,-3.5208,4.8037,-0.30002
2,-3.6941,4.0873,0.92871
2,-3.9411,5.5764,-0.44486
2,-3.6415,4.8749,-0.57578
2,-3.6925,4.8969,-0.44605
2,-3.5613,4.7212,-0.55514
2,-3.5475,4.8134,-0.43148
2,-3.1479,4.6236,-0.018867
2,-3.4549,4.9229,-0.6861
2,-3.4275,4.7385,-0.65648
2,-3.5801,4.8584,-0.21575
2,-3.6431,5.338,0.017254
2,-2.781,5.5686,-0.081255
2,-4.8776,3.9967,-0.084213
2,-3.4624,5.0409,0.038554
2,-4.493,5.6155,-0.23983
2,-3.8406,5.1649,0.29543
2,-3.7937,5.0322,0.93589
2,-3.0202,4.6964,-0.12966
2,-3.7832,4.1773,0.22533
2,-3.7267,4.8678,0.16393
2,-3.9091,4.4908,-0.34258
2,-3.3536,5.6785,0.90141
2,-3.9446,6.2393,0.32936
2,-3.5769,4.7495,-0.27222
2,-3.8516,5.1821,-0.54303
2,-1.9921,4.7047,0.63585
2,-4.4392,4.8693,-0.34655
2,-4.418,5.8651,-1.6372
2,-3.5931,4.8431,-0.24001
2,-2.6114,4.0818,-0.17829
2,-2.7685,5.8432,1.073
2,-3.523,4.8304,-0.25294
2,-3.2622,5.6833,0.22056
2,-3.4319,4.5106,0.0031228
2,-3.7913,4.9223,0.1969
2,-3.5569,4.1718,-0.77797
2,-4.3775,4.8505,-0.17409
2,-3.7646,5.0156,-0.19422
2,-3.6541,5.1253,-0.081517
2,-3.2797,4.3404,0.27673
2,-3.6582,4.5575,-1.7977
2,-3.8369,4.1859,0.16206
2,-3.3228,4.1467,0.50903
2,-3.8389,4.6927,-0.37644
2,-3.7429,4.343,-0.62351
2,-3.83,4.8671,-0.25724
2,-4.43,5.8784,0.05204
2,-3.4313,4.6837,-0.33272
2,-3.8722,5.4608,-0.63142
2,-3.451,6.4699,-0.59208
2,-3.1782,4.3291,0.30135
2,-3.585,4.8435,-0.23672
2,-3.7334,4.8825,-0.23273
2,-3.5819,5.111,-0.49734
2,-3.0576,5.0144,0.30595
2,-3.566,4.9379,-0.21358
2,-3.4407,4.981,-0.23119
2,-4.2887,4.2395,0.48976
2,-3.757,4.6648,-0.30701
2,-3.6185,4.8512,-0.23561
2,-3.203,4.4393,-0.1851
2,-4.4326,5.592,-0.94053
2,-3.9566,3.9971,-1.2702
2,-3.1852,3.0944,0.78953
2,-2.6956,6.1419,-0.63162
2,-3.5161,5.1136,-0.25086
2,-3.5946,4.8342,-0.24916
2,-2.9702,5.2761,-0.42617
2,-3.8194,5.1944,-0.46992
2,-3.656,4.4637,-0.02103
2,-3.5619,4.8312,-0.22624
2,-3.6125,5.1973,0.076716
2,-3.4049,4.6799,-1.8224
2,-3.6901,4.789,-0.32132
2,-3.4065,4.9033,-0.76986
2,-3.4414,4.2819,1.0722
2,-4.5959,7.7958,0.21558
2,-5.2284,4.3513,-0.33631
2,-3.3509,5.3974,-0.26706
2,-2.6469,4.885,-0.13375
2,-3.3523,4.9552,-0.22629
2,-3.6624,4.8964,-0.373
2,-3.5961,4.8442,-0.73892
2,-3.925,4.8592,-1.0239
2,-2.8042,3.8224,-0.32208
2,-4.0067,5.2217,-1.3838
2,-3.8891,3.9656,-0.75339
2,-3.0391,4.694,-0.69384
2,-3.0593,5.8025,-0.77987
2,-3.8628,4.6676,-0.27417
2,-2.4502,4.7299,0.42706
2,-3.54,4.9596,-0.28321
2,-3.4883,4.6812,-0.43717
2,-3.5114,4.4717,-0.58253
2,-3.0407,4.2681,-0.89197
2,-3.2242,5.6905,0.89739
2,-3.6236,3.9954,0.087051
2,-2.7276,4.3769,0.063172
2,-2.8243,4.7156,-0.97169
2,-3.4168,4.9276,0.088218
2,-3.5042,4.6776,-0.36015
2,-3.2372,5.0798,-0.24745
2,-4.8002,5.6317,0.59867
2,-3.1132,4.3118,0.085813
2,-3.1495,5.1046,-0.39975
2,-3.502,4.6048,-0.47195
2,-3.5498,4.8317,0.16529
2,-4.1883,4.4709,-0.24432
2,-3.076,5.097,-0.51716
2,-3.6354,4.8534,-0.48602
2,-2.8001,5.6919,-0.46962
2,-3.159,4.1972,-0.50518
2,-3.5627,4.8735,-0.18931
2,-3.6621,5.0347,-0.65017
2,-3.5936,4.7891,-0.19797
2,-3.5955,4.8636,-0.27296
2,-3.4077,4.9065,-0.16193
2,-2.8965,4.6494,-1.9187
2,-4.2595,4.4129,-0.17679
2,-2.5439,4.6372,-0.18374
2,-5.3242,7.3011,-1.1981
2,-3.3613,4.6392,-0.20279
2,-3.987,4.3635,1.4197
2,-3.3376,5.3367,0.18307
2,-3.2932,4.386,-0.24342
2,-3.8499,4.7798,-0.55397
2,-3.6353,4.7027,-1.09
2,-5.0297,3.2085,-0.63539
2,-3.0943,5.0618,-0.074893
2,-4.1622,5.041,0.037539
2,-3.9172,5.1202,0.75822
2,-3.7763,5.1901,0.12127
2,-3.6349,4.5019,0.84877
2,-3.3126,4.6821,-0.26556
2,-3.2766,4.6528,0.12956
2,-3.4578,4.8023,0.30193
2,-3.5833,4.8449,-0.24458
2,-3.5823,4.8437,-0.23597
2,-3.1391,4.5413,-0.92584
2,-3.6297,4.9763,-0.49369
2,-3.744,4.4741,-0.2397
2,-3.6023,4.7804,-0.11789
2,-3.6902,5.5411,-0.63854
2,-4.3521,5.4386,-1.1265
2,-3.9352,5.1298,-0.11257
2,-2.8051,5.8113,-0.52755
2,-3.3048,5.2485,-0.8503
2,-3.0104,4.2113,-1.1594
2,-3.247,4.7385,-0.1267
2,-6.2054,6.2575,0.44851
2,-3.3189,5.0403,-0.35172
2,-4.5021,3.0766,0.3854
2,-3.4166,4.592,-0.062179
2,-5.1076,3.7105,0.94599
2,-4.43,4.1086,-0.33404
2,-4.1353,5.7466,-0.56646
2,-2.9426,5.9925,-1.792
2,-3.4292,4.27,0.55892
2,-4.1174,4.7933,-0.44051
2,-3.7716,4.0135,-1.0529
2,-3.6387,4.7318,-0.48812
2,-3.5278,4.8668,-0.23168
2,-3.4516,5.0178,-0.24846
2,-4.0685,5.8182,-0.079544
2,-3.4469,3.3625,0.38868
2,-3.7497,4.3629,0.24027
2,-2.275,4.7547,-0.064879
2,-3.4517,5.275,0.055337
2,-2.8869,5.5261,0.48129
2,-3.543,4.4205,0.10632
2,-3.3278,4.0275,-0.41493
2,-3.4113,4.8264,-0.47762
2,-3.6952,5.6409,-0.51704
2,-3.609,4.8733,-0.18309
2,-2.5277,4.9636,-0.17135
2,-3.6007,4.7813,-0.15172
2,-5.2957,4.5058,0.45323
2,-4.0816,5.5346,0.8151
2,-3.5947,5.0164,0.038307
2,-3.4269,4.9612,-0.76613
2,-3.52,4.7928,-0.17277
2,-3.1373,5.3758,0.13737
2,-3.9202,3.9308,0.028858
2,-2.3929,5.3129,0.038536
2,-3.6086,4.8127,-0.32096
2,-3.7548,4.9371,-0.22725
2,-3.4608,4.674,-0.18288
2,-3.4785,4.5216,0.2417
2,-3.5832,4.813,-0.29379
2,-3.4968,4.9487,-0.048476
2,-3.6752,4.4015,-0.15829
2,-3.9625,5.1821,-0.10909
2,-3.3235,4.8069,-0.44766
2,-2.8414,5.3167,0.89584
2,-4.2663,4.2882,-0.0088681
2,-3.8251,4.9782,-0.89699
2,-4.1488,4.7367,-0.33543
2,-3.902,5.0891,0.18322
2,-3.5641,5.0985,-0.064836
2,-3.0163,4.9175,0.74232
2,-2.3182,4.0723,-0.19003
2,-3.5091,4.4366,-0.34487
2,-3.7507,4.6534,-0.63764
2,-5.038,4.2357,-0.36221
2,-2.1584,5.4144,-0.15262
2,-3.0653,4.3061,-0.78618
2,-3.4435,4.7287,-0.89518
2,-3.8179,4.9279,-0.31931
2,-3.4275,4.4669,-0.95768
2,-4.1861,5.5588,-0.69684
2,-3.5202,4.7358,-0.50651
2,-3.9272,4.22,-0.75212
2,-3.3916,5.2692,-0.50494
2,-3.164,5.0484,0.54897
2,-3.6161,5.0044,-0.52029
2,-3.8235,5.1026,-1.9799
2,-3.4229,3.75,0.85396
2,-3.6078,4.6603,-0.37119
2,-3.6763,4.812,-0.10654
2,-3.8298,4.7708,-0.47952
2,-4.1065,4.928,-0.54327
2,-4.2792,5.4073,-0.497
2,-3.4627,5.1018,-0.15832
2,-3.0222,5.1326,-0.46793
2,-3.2752,4.8657,-0.16152
2,-2.9259,3.9214,0.13753
2,-3.0862,4.1201,-0.61857
2,-3.5683,4.773,-0.18745
2,-4.1099,6.4155,-0.47075
2,-3.4768,4.4371,0.27351
2,-3.3157,4.4304,-0.63731
2,-3.5955,4.8632,-0.26018
2,-3.419,4.8353,-0.33278
2,-2.3913,4.0687,0.072412
2,-3.8863,5.0801,-0.63576
2,-3.4453,4.6553,-0.11625
2,-3.1188,5.3933,-1.6467
2,-3.5946,4.7943,-0.33904
2,-3.5852,4.7449,-0.80369
2,-3.2326,5.7562,0.10993
2,-3.5692,4.819,-0.2267
2,-3.812,4.5485,-0.014102
2,-3.3885,4.3392,-0.31726
2,-4.5037,4.9802,-1.2769
2,-4.1877,4.2653,-0.46361
2,-4.2513,4.8693,-0.80657
2,-4.2775,4.4257,0.12825
2,-3.1817,5.3449,-0.22991
2,-3.4781,4.8703,-0.24814
2,-4.4601,2.9895,0.73829
2,-2.4491,5.0811,-0.56449
2,-3.4808,4.9937,-0.026872
2,-3.5763,5.2249,0.74954
2,-4.2709,5.2839,0.025228
2,-3.1532,5.2961,-0.33398
2,-4.1536,3.4693,1.1926
2,-3.1885,4.0387,-0.24837
2,-3.5297,4.5598,0.19156
2,-3.0061,3.916,-0.57452
2,-4.5801,4.6622,0.4678
2,-3.7396,3.7649,0.35462
2,-3.6245,4.7198,-0.047326
2,-2.0901,4.4194,-0.39926
2,-4.0789,5.5238,-0.94558
2,-3.4517,3.1295,-1.8671
2,-4.4145,5.1528,-0.43599
2,-3.6949,5.3105,-0.27988
2,-3.6663,4.6645,-0.32979
2,-3.4436,4.7463,-0.91914
2,-3.3586,5.0094,-0.010523
2,-3.6367,5.3056,-0.19952
2,-3.5678,5.0553,-0.038721
2,-3.4508,5.1495,-0.49907
2,-2.6641,4.6364,-0.34614
2,-3.5885,4.8429,-0.22519
2,-3.7732,4.4249,0.21871
2,-3.8133,5.0375,-0.56343
2,-3.9501,4.2957,0.29082
2,-2.9048,3.5089,-0.12062
2,-3.8537,5.1938,-0.23018
2,-3.5397,5.0247,0.1601
2,-4.5852,4.1364,-0.76757
2,-4.8931,3.2962,-0.65959
2,-3.4964,4.5503,-0.56154
2,-4.1945,5.0519,-0.40492
2,-3.6015,4.8787,-0.33432
2,-3.6011,4.8323,-0.23946
2,-4.0193,4.4788,-0.53978
2,-2.8595,5.2547,-1.0933
2,-3.3451,5.1898,-0.45636
2,-3.3954,4.9323,-0.11086
2,-3.3277,4.2728,-0.89381
2,-2.9439,5.6454,-1.0268
2,-3.5024,4.5379,0.29822
2,-3.4729,5.1398,-0.54965
2,-3.0384,4.8915,-0.60309
2,-3.7099,4.9118,-0.28169
2,-3.6035,4.8701,-0.23611
2,-3.5783,4.8385,-0.22446
2,-3.6174,4.8686,-0.24915
2,-3.5603,5.2559,0.22184
2,-3.8553,4.8179,-0.16799
2,-3.5777,4.8493,-0.22687
2,-3.4476,4.9029,-0.15651
2,-4.1518,5.0502,-0.25774
2,-4.6973,4.1605,-0.081363
2,-3.5166,5.2803,-0.44551
2,-3.6873,4.8593,-0.19393
2,-4.21,4.8669,0.30789
2,-4.0119,5.1379,-0.019559
2,-4.3514,6.2323,0.18581
2,-3.6211,4.9077,-0.55165
2,-2.9868,5.0253,0.33162
2,-2.4428,5.712,-1.1
2,-4.1541,5.4975,-0.31755
2,-4.5137,4.1375,0.012545
2,-2.9493,6.2259,-0.034935
2,-3.9213,5.0957,-0.075255
2,-1.3854,5.0236,-0.29947
2,-3.1253,5.1385,-0.10451
2,-3.6165,4.6354,-0.20135
2,-4.9469,4.6134,-1.195
2,-3.5008,4.8602,-0.33314
2,-4.1843,5.0521,0.088617
2,-3.5658,3.9505,0.65506
2,-3.5191,4.7881,-0.22303
2,-4.458,5.0264,-1.8254
2,-3.9815,5.4232,0.031143
2,-3.4809,4.7976,0.12126
2,-3.9464,4.4137,0.050104
2,-3.1282,4.0533,0.3915
2,-3.5874,4.8511,-0.22683
2,-3.4523,5.8497,-0.81452
2,-3.5535,4.9846,0.3252
2,-5.4037,3.8577,-0.21755
2,-3.9859,5.1743,0.041021
2,-5.7329,6.1182,-0.097829
2,-3.5062,4.9877,-0.1546
2,-3.6244,4.9,-0.46926
2,-4.1394,3.888,0.0042783
2,-3.5804,4.8562,-0.22673
2,-3.6679,4.8063,-0.24031
2,-4.0269,5.0776,-0.51106
2,-3.4734,5.4335,-0.81223
2,-5.0168,3.9179,-0.20643
2,-3.5709,4.8069,-0.221
2,-4.0929,3.9436,0.4878
2,-2.9301,5.2131,0.013588
2,-2.7904,5.4627,-1.8099
2,-3.557,4.8108,-0.23414
2,-4.115,3.8918,-0.8764
2,-3.7539,4.9428,-0.41495
2,-3.686,4.8468,0.088125
2,-3.2223,4.7245,-0.18512
2,-3.1656,4.5216,-0.4355
2,-3.9853,4.6517,-0.53808
2,-3.2203,4.5928,1.1981
2,-3.5863,4.8978,-0.16135
2,-3.6507,5.3865,-0.71803
2,-3.572,4.6055,-0.022078
2,-3.4396,4.5996,-0.56469
2,-3.6725,4.9033,-0.17999
2,-3.0277,5.0819,-0.21195
2,-3.6443,4.9599,-0.11166
2,-3.6086,4.8474,-0.25198
2,-4.7925,3.9445,-0.66089
2,-4.4659,5.6759,0.44714
2,-3.7579,4.7497,-0.22055
2,-3.5565,4.7488,0.18841
2,-3.2821,4.0122,-0.04886
2,-3.7284,5.0705,-0.36629
2,-3.9766,5.9607,-0.051232
2,-3.834,5.0037,-0.18635
2,-3.4582,4.6597,-0.23814
2,-4.1679,4.3412,-0.5812
2,-3.1268,4.4932,-0.025542
2,-3.6461,4.9435,-0.31351
2,-2.585,4.391,-0.25977
2,-3.5474,4.66,-0.87518
2,-3.5851,4.1156,-1.1685
2,-3.6278,3.5466,0.2893
2,-3.6259,4.9005,-0.19038
2,-2.3521,5.4978,-0.35996
2,-3.6353,4.806,-0.24343
2,-2.7693,3.6762,-1.524
2,-3.6548,4.2855,-0.94855
2,-3.1525,4.4564,-0.12087
2,-3.6411,4.6344,-0.66403
2,-3.8219,4.7409,-0.93947
2,-2.8537,4.3329,-0.26499
2,-3.6095,4.8817,-0.27122
2,-3.585,4.7963,-0.34889
2,-2.9393,4.597,-0.035137
2,-3.7971,4.6871,-0.36428
2,-3.7749,4.5755,-0.20724
2,-3.6672,4.8167,-0.76322
2,-3.4443,4.3767,0.23193
2,-3.0691,6.269,-0.47923
2,-3.6735,4.7824,-0.21307
2,-5.1352,6.04,-0.91731
2,-3.7029,4.9333,-0.21399
2,-5.2856,4.5781,-0.20858
2,-2.9078,5.3402,-0.22305
2,-3.1402,4.795,-0.57588
2,-4.3855,5.1986,0.12381
2,-3.7594,5.5051,-0.75288
2,-3.1327,3.9519,-0.1629
2,-3.6475,4.5693,-0.69769
2,-3.9956,4.7321,-0.43427
2,-3.8941,5.0576,0.22649
2,-3.7165,4.7414,-0.21113
2,-3.8226,4.7782,-0.34238
2,-3.9233,5.3904,0.18249
2,-3.3891,5.6344,0.052104
2,-3.6664,4.67,0.37659
2,-4.0469,4.3071,0.88576
2,-4.2161,4.2134,-0.28379
2,-3.7442,4.1518,0.53847
2,-4.2631,4.7841,0.42882
2,-3.5539,4.6837,0.18222
2,-2.7408,6.0582,-0.42266
2,-3.7513,5.0217,-0.38675
2,-4.529,4.4736,-0.18694
2,-3.5979,4.7349,0.3913
2,-4.0971,5.0922,-0.18835
2,-2.6982,4.4472,-0.17965
2,-3.9327,4.9374,-0.22113
2,-3.9574,4.9198,-0.11126
2,-5.4107,3.5245,-0.53426
2,-3.7112,5.0788,-0.65308
2,-3.9804,5.8669,-0.49261
2,-2.2842,4.0981,0.56328
2,-4.4988,4.9731,-0.046573
2,-4.5244,5.745,0.50242
2,-3.2228,4.1,0.48352
2,-4.126,4.4961,-0.10071
2,-3.9459,4.8047,-0.3389
2,-3.4954,4.9595,-0.24656
2,-3.3962,4.7668,-0.7084
0,-7.4252,-0.71788,0.50197
0,-8.4674,-0.57284,0.92714
0,-6.9451,-0.29018,-0.73139
0,-6.3498,0.78323,-0.75311
0,-7.4793,-0.16085,0.14359
0,-7.3974,-0.079365,0.18947
0,-7.4681,-0.049493,-0.050491
0,-7.4964,-0.00060127,0.0032256
0,-7.5296,-0.031561,-0.030063
0,-7.4572,0.02685,0.0076979
0,-7.4421,0.017106,0.13149
0,-7.3841,-1.1572,-0.13694
0,-7.1731,0.29715,-1.0863
0,-7.1764,0.59958,-0.24424
0,-7.6592,0.097774,0.076079
0,-7.8953,0.62968,0.39524
0,-7.2344,0.083267,0.51678
0,-7.1816,-0.25868,-0.49459
0,-7.9427,-0.4492,-0.3426
0,-7.7982,0.2724,0.027606
0,-7.3408,0.051749,-1.2296
0,-6.9654,-0.76935,0.085465
0,-6.4353,-0.5147,0.48783
0,-7.5756,-0.20393,-0.094216
0,-6.9939,-0.48634,0.48892
0,-8.7198,-0.038311,-0.35933
0,-8.1345,0.56223,0.41938
0,-6.3231,0.63178,0.5412
0,-6.5975,0.40361,0.25947
0,-6.943,-0.16909,0.70518
0,-7.6659,0.29293,-0.37436
0,-6.4394,1.0151,2.0556
0,-7.4278,0.053215,0.10517
0,-7.4472,0.0097608,-0.12933
0,-7.3534,0.22022,0.24064
0,-7.0498,0.44837,-0.44426
0,-8.2058,0.89432,0.99251
0,-6.8459,-0.87045,-1.0355
0,-6.7944,0.80744,-0.61648
0,-6.7266,0.16752,0.35129
0,-7.3148,0.089115,-0.045133
0,-7.464,-0.036391,0.096375
0,-7.4563,-0.05433,-0.081159
0,-7.4594,-0.31999,0.67733
0,-7.9974,-0.15774,-0.23774
0,-7.383,-0.11744,0.12464
0,-7.7122,0.13358,-0.20839
0,-6.5188,-1.114,0.3206
0,-7.644,0.072523,0.10811
0,-7.9692,1.93,-0.68132
0,-7.5837,0.12539,-0.10036
0,-7.6156,0.0095286,-0.19978
